Material Cost (R),Material Charges (R),Asset ID,Install Date,Asset MFG Date,In Service?,Model Number,Model Number MFG,Manufacturer ID
0,0,19868,8/3/2023,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
31.5,36.24,30452,9/16/2022,,TRUE,S3,3005S3EX,Stryker
102.42,117.78,EE124787,11/5/2014,1/1/2013,TRUE,S3,3005S3,Stryker
26.48,33.1,17392,1/18/2023,,TRUE,BIG WHEEL,1115,Stryker
0,0,MX159321,5/8/2019,5/1/2015,TRUE,ZOOM,1125,Stryker
0,0,131439,2/27/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
375.47,500.52,13154,10/24/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,136854,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,MX1992936,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2213634,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
1160.49,1450.61,MX2214588,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,MX2584081,12/2/2021,9/2/2021,TRUE,Centrella,CNT-355,HILL-ROM
0,0,2.02001E+11,9/13/2022,7/1/2020,TRUE,GYNNIE,1061,Stryker
0,0,EE169380,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE169383,5/7/2018,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE183313,1/6/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE191941,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
94.78,94.78,127126,11/16/2016,3/1/2016,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,92872,10/28/2019,9/1/2008,TRUE,M-SERIES,1015,Stryker
0,0,EE81550,7/9/2019,10/1/2007,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,138456,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,EE45687,10/23/2015,,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,MX1600475,11/1/2019,,TRUE,VERSACARE,P3200,HILL-ROM
0,0,119269,11/21/2016,,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,125119,10/28/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
5.24,6.03,17399,11/2/2022,,TRUE,BIG WHEEL,1115,Stryker
39.45,46.89,19527,11/1/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
684.04,684.04,EE42425,5/20/2019,,TRUE,RENAISSANCE,1711,Stryker
0,0,MX2051268,12/4/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX210943,5/14/2019,,TRUE,SPIRIT SELECT,5700,Stryker
0,0,MX2132603,6/18/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE172592,7/25/2019,,TRUE,GO BED II,FL28,Stryker
0,0,EE183009,1/5/2021,4/13/2020,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE191921,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
76.79,87,MX1645519,5/17/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
457.88,501.76,MX1928281,2/25/2022,,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,8347,5/18/2016,,TRUE,RESIDENT,P870,HILL-ROM
14.44,16.61,12113,9/11/2022,6/1/2007,TRUE,SECURE,3002,Stryker
0,0,17901,9/19/2022,11/1/2013,TRUE,S3,3002,Stryker
0,0,EE145168,2/14/2024,,TRUE,Procuity,,Stryker
0,0,708091136,5/16/2019,,TRUE,PRIME ZOOM,1125,Stryker
0,0,130531,8/24/2018,9/21/2017,TRUE,PROGRESSA,P7500A,HILL-ROM
105.98,121.88,MX1928279,8/15/2019,10/30/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,12093,10/13/2022,6/1/2007,TRUE,SECURE,3002,Stryker
0,0,12173,9/13/2022,6/1/2007,TRUE,SECURE,3002,Stryker
0,0,MX2584085,12/2/2021,9/2/2021,TRUE,CENTRELLA,CNT-355,HILL-ROM
2813.85,3235.93,EE169370,9/25/2018,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,MX1658738,12/12/2019,11/1/2017,TRUE,,,Stryker
0,0,MX1678448,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1993217,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX1993225,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,131033,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,131403,1/29/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136792,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
45.12,45.12,136815i,1/24/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,EE145095,2/14/2024,,TRUE,Procuity,,Stryker
2306.53,2978.98,28852,4/5/2023,,TRUE,PROGRESSA,P1900,HILL-ROM
0,0,8040,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,8048,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,176802,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,176808,4/11/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
277.14,330.83,MX2052533,1/31/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
178.89,223.6,MX2213702,4/10/2023,3/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,EE192006,6/5/2024,,TRUE,OOK SNOOK,FL36,Umano
1178.6,1196.45,106349,11/17/2016,,TRUE,CUB,FL19H,Stryker
0,0,EE45629,10/22/2015,10/30/2014,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,MX1771172,11/5/2019,,TRUE,1000,P1160B,HILL-ROM
0,0,MX1771267,11/5/2019,,TRUE,CAREASSIST,P1170,HILL-ROM
0,0,EE144726,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145191,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE170590,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE192706,8/31/2022,,TRUE,OOK SNOOK,FL36,Umano
192.44,192.44,091344,11/1/2016,11/1/2002,TRUE,Gynnie,1061,Stryker
0,0,146559,10/31/2019,,TRUE,TMM4,TMM4,TRANSMOTION
165.13,190.36,18923,1/11/2023,3/1/2015,TRUE,ZOOM,1125,Stryker
0,0,86031,10/31/2019,,TRUE,EYE,1079,Stryker
0,0,131419,10/30/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
117.46,146.83,MX2055559,5/4/2020,1/14/2020,TRUE,CENTRELLA,P7900B100242,HILL-ROM
6.47,6.47,119268,11/21/2016,10/1/2013,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,119460,11/30/2017,10/1/2013,TRUE,GYNNIE,1061,Stryker
0,0,34636,7/25/2024,4/1/2024,TRUE,ZOOM,1125,Stryker
0,0,MX2254712,2/1/2023,7/1/2020,TRUE,ZOOM,1125-000-000E,Stryker
0,0,MX2107820,5/15/2023,5/14/2020,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,8341,5/18/2016,,TRUE,LTC,P870,HILL-ROM
165.99,207.49,EE183005,1/5/2021,4/13/2020,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX2132595,6/18/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,VAMA BED NO ID,2/18/2022 4:51,,TRUE,,,
589.32,677.72,12627,9/11/2022,,TRUE,INTOUCH,2130,Stryker
0,0,131357,11/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,29721,11/1/2022,,TRUE,S3,3005S3EX,Stryker
242.21,277.46,EE170395,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE170615,5/9/2019,1/1/2012,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
14.54,16.72,17398,9/18/2022,,TRUE,BIG WHEEL,1115,Stryker
1491.24,1714.93,33380,9/15/2022,7/1/2007,TRUE,M-SERIES,1015,Stryker
2518.78,2066.06,32666,9/17/2022,,TRUE,TOTALCARE,1900D003515,HILL-ROM
0,0,11110001660,5/8/2019,,TRUE,BARI10ABED,BARI10ABED,JOERNS
0,0,MX1678438,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1993179,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX1993241,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
467.16,552.62,MX2055553,11/4/2021,1/14/2020,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2586433,12/2/2021,8/31/2021,TRUE,Centrella,CNT-355,HILL-ROM
546.71,628.72,EE191224,12/23/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
684.86,684.86,EE87112,5/14/2019,9/22/2008,TRUE,VERSACARE,P3200G000332,HILL-ROM
0,0,EE87141,5/14/2019,9/19/2008,TRUE,VERSACARE,P3200,HILL-ROM
0,0,EE96491,12/16/2019,,TRUE,VERSACARE,P3200,HILL-ROM
0,0,130977,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
125.42,156.78,130990,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136840,1/23/2019,10/26/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176854,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE145310,2/14/2024,,TRUE,Procuity,,Stryker
1337.17,1005.94,091343,11/30/2016,,TRUE,GYNNIE,1061,Stryker
1200.04,1497.2,19524,9/20/2022,3/1/2015,TRUE,ZOOM,1125,Stryker
0,0,33394,1/18/2023,7/1/2007,TRUE,M-SERIES,1015,Stryker
0,0,MX159331,5/2/2019,5/1/2015,TRUE,ZOOM,1125,Stryker
169.74,195.21,MX2254713,9/29/2022,7/1/2020,TRUE,ZOOM,1125-000-000E,Stryker
211.19,249.43,17758,10/19/2022,11/20/2013,TRUE,TOTALCARE,PR1900MM000017,HILL-ROM
0,0,MX2584075,12/2/2021,9/1/2021,TRUE,Centrella,CNT-355,HILL-ROM
0,0,EE191928,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,MX1700229,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX2214216,4/10/2023,3/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,8045,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,136829,1/23/2019,10/30/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176878,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE144742VASD,2/14/2024,,TRUE,Procuity,,Stryker
14.93,19.63,123326,10/28/2019,,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,19661,1/21/2023,4/1/2015,TRUE,BIG WHEEL,1115,Stryker
0,0,MX3385919,12/4/2023,10/1/2023,TRUE,ZOOM,1125-000-000E,Stryker
0,0,138424,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,159644,10/31/2019,6/4/2020,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,159690,10/19/2022,4/23/2020,TRUE,TRANSPORT,P8000,HILL-ROM
0,0,MX210932,6/27/2019,,TRUE,SPIRIT SELECT,N3AW4BCEFMP1-06-06,Stryker
0,0,MX2584088,12/2/2021,9/7/2021,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE191262,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
83.64,99.83,EE35406,11/18/2020,,TRUE,VERSACARE,P3200E000132,HILL-ROM
0,0,MX1678443,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
331.47,381.19,MX2052579,1/31/2020,12/9/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,130971,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
523.73,652.32,136818,1/23/2019,9/13/2018,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,EE145316,2/14/2024,,TRUE,Procuity,,Stryker
2104.86,2557.49,EE170510,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,107105,10/28/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,127132,11/16/2016,3/1/2016,TRUE,PRIME BIG WHEEL,1115,Stryker
2672.07,3079.29,30077,9/18/2022,,TRUE,PRIME ZOOM,1125,Stryker
8040.66,9210.43,EE114358,7/9/2019,4/1/2012,TRUE,ZOOM,1125,Stryker
1529.37,1733.78,EE151700,6/23/2017,9/9/2015,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,W013AW7371,5/8/2023,1/13/2021,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,M098AD7988,4/5/2019,,TRUE,VERSACARE,P3200,HILL-ROM
5.51,6.34,MX1815519,5/14/2019,4/4/2018,TRUE,VERSACARE,P3200K000122,HILL-ROM
579.55,579.55,MX2051258,12/4/2020,,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2585023,11/18/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,131038,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136863,1/28/2019,,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,19862,5/10/2023,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
4240.89,4877.03,EE170401,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE184031,1/5/2021,6/4/2020,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,112340,2/28/2017,,TRUE,GYNNIE,1061,Stryker
0,0,133276,10/25/2019,4/1/2015,TRUE,PRIME BIG WHEEL,1115,Stryker
4.99,5.74,19520,1/11/2023,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
258.82,297.65,MX2220051,9/2/2021,7/1/2020,TRUE,PRIME ZOOM,1125,Stryker
0,0,MX2541557,5/26/2022,,TRUE,ZOOM,1125,Stryker
22.65,26.05,MX2051282,12/4/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2213650,4/10/2023,3/1/2020,TRUE,PATRIOT,3005S3,Stryker
462.54,531.92,106350,11/16/2016,,TRUE,CUB,FL19H,Stryker
0,0,EE87044,11/5/2014,9/1/2008,TRUE,S3,3005S3,Stryker
608.07,472.06,EE96471,5/14/2019,8/27/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
0,0,MX1649227,5/13/2019,9/21/2017,TRUE,VERSACARE,P3200,HILL-ROM
0,0,MX1666180,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1771302,11/1/2019,,TRUE,1000,P1160B,HILL-ROM
36.36,41.81,136977,2/1/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
0,0,174757,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE169781,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
234.99,270.24,EE169784,7/24/2018,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE192670,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
614.53,521.81,EE45817,10/22/2015,,TRUE,PROGRESSA,P7500A000131,HILL-ROM
0,0,12632,9/18/2022,,TRUE,INTOUCH,2131/2141,Stryker
0,0,131008,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
735.98,832.65,131366,2/25/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136914,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,125498,11/3/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
0,0,136754,1/31/2019,1/1/2000,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,MX162825,5/13/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
507.14,583.21,EE191232,12/23/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE45625,10/22/2015,10/30/2014,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,MX1658686,12/9/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1771309,11/5/2019,,TRUE,1000,P1160B,HILL-ROM
0,0,MX2054811,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
685.6,796.29,12639,9/16/2022,,TRUE,INTOUCH,2131/2141,Stryker
0,0,130994,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,176813,4/12/2022 5:11,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
524.28,524.28,EE169376,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,125416,11/1/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
0,0,85295,10/23/2019,,TRUE,M-SERIES,1015,Stryker
0,0,176804,4/8/2022,,TRUE,CENTRELLA,P7900B,HILL-ROM
187.48,218.75,EE96430,5/13/2019,8/28/2009,TRUE,VERSACARE,P3200,HILL-ROM
117.66,147.08,MX2055565,12/7/2020,,TRUE,CENTRELLA,P7900B100242,HILL-ROM
695.59,834.7,MX1928264,5/13/2021,10/5/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,EE151085,7/24/2019,,TRUE,BARI 10A,BARI 10A,JOERNS
91.65,105.39,107109,11/22/2022,11/9/2009,TRUE,TRANSPORT,P8000,HILL-ROM
0,0,123025,12/12/2016,,TRUE,STRYKER S3,3005S3,Stryker
21.04,24.2,13167,9/16/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,136922,1/30/2019,,TRUE,CENTRELLA,P7900B000025,HILL-ROM
0,0,119270,11/21/2016,10/1/2013,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,MX2220017,2/25/2022,7/1/2020,TRUE,Zoom,1125,Stryker
0,0,138464,10/28/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
995.33,1144.63,12722,12/13/2022,,TRUE,INTOUCH,2130/2140,Stryker
0,0,136851,1/28/2019,10/30/2018,TRUE,CENTRELLA,P7900B000010,Stryker
0,0,MX210930,5/14/2019,,TRUE,SPIRIT SELECT,5700,Stryker
0,0,MX2132698,6/18/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,W302PF6818,4/21/2022,10/29/2021,TRUE,CENTRELLA,P7900B200468,HILL-ROM
0,0,136917,1/30/2019,,TRUE,CENTRELLA,P7900B000025,HILL-ROM
0,0,EE105867,11/11/2015,4/1/2013,TRUE,S3,3005S3EX,Stryker
295.95,295.95,EE45650,10/23/2015,,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,MX2051264,12/4/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
169.24,169.24,040928,11/15/2016,12/1/1998,TRUE,RENAISSANCE,1211,Stryker
188.73,203.37,119276,11/28/2016,10/1/2013,TRUE,PRIME BIG WHEEL,1115,Stryker
486.82,547.24,EE123653,7/10/2019,11/1/2013,TRUE,ZOOM,1125,Stryker
0,0,MX2541551,5/26/2022,6/1/2021,TRUE,ZOOM,1125-000-000E,Stryker
797.27,335.7,111208,7/2/2018,,TRUE,TOTALCARE,P1900P006976,HILL-ROM
299.3,299.3,136825,1/23/2019,10/30/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,MX2051288,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2132596,2/16/2023,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX425571,11/1/2019,,TRUE,1000,P1160B,HILL-ROM
0,0,EE183327,1/9/2023,,TRUE,CENTRELLA,P7900,HILL-ROM
217.13,217.13,EE45621,10/22/2015,10/30/2014,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,MX1645496,5/14/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,133278,10/31/2019,4/1/2015,TRUE,BIG WHEEL,1115,Stryker
0,0,8029,6/7/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,124449,10/16/2019,,TRUE,ADVANTA 2,P1190,HILL-ROM
1171.62,1347.37,12725,9/19/2022,,TRUE,INTOUCH,2131/2141,Stryker
0,0,131303,10/29/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136836,1/23/2019,10/26/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,EE192685,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE72672,8/14/2023,6/9/2022,TRUE,CENTRELLA,P7900B200468,HILL-ROM
0,0,MX1700222,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX2586426,12/2/2021,8/31/2021,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,176890,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE118637,5/30/2023,5/25/2016,TRUE,VERSACARE,,HILL-ROM
0,0,EE145249,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE192030,10/29/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,102626,1/27/2023,,TRUE,M-SERIES,1015,Stryker
0,0,119238,11/17/2016,,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,19664,12/27/2023,4/1/2015,TRUE,BIG WHEEL,1115,Stryker
0,0,MX159324,7/8/2019,5/1/2015,TRUE,ZOOM,1125,Stryker
592.81,681.73,EE118640,5/15/2023,5/27/2016,TRUE,PROGRESSA,P7500,HILL-ROM
117.26,146.58,MX2052600,1/31/2020,12/9/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,EE191272,1/5/2021,9/3/2020,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE65712,11/19/2020,9/30/2020,TRUE,CENTRELLA,P7900B100223,HILL-ROM
0,0,EE87142,5/8/2019,9/11/2008,TRUE,VERSACARE,P3200G000203,HILL-ROM
0,0,MX1811918,6/9/2020,7/12/2018,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,8066,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
1165.75,1340.62,12629,10/5/2022,,TRUE,INTOUCH,,Stryker
0,0,176889,4/12/2022 5:22,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,30431,1/21/2023,,TRUE,S3,3005S3 EX,Stryker
4484.47,2870.62,EE170501,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191240,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX2220049,9/29/2022,7/1/2020,TRUE,ZOOM,1125-000-000E,Stryker
126.65,145.65,136767,1/23/2019,,TRUE,AFFINITY 4,P3700E000010,HILL-ROM
0,0,138450,10/30/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,17765,12/12/2022,11/20/2013,TRUE,TOTALCARE,PR1900MM000017,HILL-ROM
654.38,741.84,EE151718,12/13/2018,9/14/2015,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,131436,1/10/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,EE144600,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE144892VASD,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE172583,7/25/2019,,TRUE,GO BED II,FL28,Stryker
0,0,MX1993230,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
684.81,787.53,13886,3/6/2023,3/1/2010,TRUE,S3,3002,Stryker
0,0,125411,11/21/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
124.59,141.35,125423,11/30/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
0,0,MX123644,5/20/2019,11/1/2013,TRUE,PRIME,1125,Stryker
872.93,945.37,MX1928263,7/20/2020,10/5/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,8021,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
21.04,24.2,13109,9/9/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,EE72680,8/14/2023,6/9/2022,TRUE,CENTRELLA,P7900,HILL-ROM
55.94,69.93,EE115924,5/30/2023,3/19/2015,TRUE,VERSACARE,,HILL-ROM
0,0,EE144594,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145309,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE170613,7/25/2019,1/1/2012,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191938,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE69916,12/20/2021,10/29/2021,TRUE,CENTRELLA,P7900B200468,HILL-ROM
511.09,525.93,131426,1/16/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,13939,9/9/2022,3/1/2010,TRUE,S3,3002,Stryker
630.64,725.24,19861,10/31/2022,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
0,0,29727,11/14/2022,,TRUE,S3,3005S3 EX,Stryker
179.56,179.56,00124B,11/9/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,0707 089119,4/10/2024,7/1/2007,TRUE,1015,0707 089119,Stryker
0,0,128424,11/4/2016,,TRUE,SURGERY,1068,Stryker
0,0,19663,11/18/2022,4/1/2015,TRUE,BIG WHEEL,1115,Stryker
0,0,2.01801E+12,5/20/2019,,TRUE,ZOOM,1125,Stryker
674.06,731.48,EE96474,5/14/2019,8/27/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
0,0,M101AD5028,5/14/2019,4/11/2011,TRUE,VERSACARE,P3200,HILL-ROM
0,0,MX1992925,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX1993178,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2054821,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900,HILL-ROM
117.46,146.83,MX2054838,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
21.04,24.2,13165,9/16/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,136980,1/30/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
33.28,41.6,13930,9/16/2022,3/1/2010,TRUE,S3,3002 S3,Stryker
6,6,EE169763,7/18/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE35797,10/23/2015,,TRUE,VERSACARE,P3200J,HILL-ROM
0,0,33067,11/18/2022,7/1/2020,TRUE,BIRTHING BED,4701,Stryker
0,0,138484,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,EE145518,2/14/2024,,TRUE,Procuity ZMX,,Stryker
1878.6,1711.45,MX1928258,10/28/2021,,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,MX3059400,12/4/2023,8/15/2023,TRUE,TRANSPORT,P8005,HILL-ROM
0,0,130995,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,127124,11/18/2016,,TRUE,PRIME BIG WHEEL,1115,Stryker
10.63,13.29,29318,11/6/2022,7/1/2020,TRUE,PRIME ZOOM,1125,Stryker
0,0,29320,11/6/2022,7/1/2020,TRUE,ZOOM,1125,Stryker
0,0,85305,10/24/2019,,TRUE,M-SERIES,1015,Stryker
796.12,895.03,MX159325,9/11/2020,5/1/2015,TRUE,ZOOM,1125,Stryker
0,0,EE144727,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE192026,7/26/2023,,TRUE,OOK SNOOK,FL36,Umano
522.94,653.68,135243,4/24/2023,,TRUE,,,Stryker
