Asset ID,Install Date,WO Date,Work Order #,Material Cost,Material Charge,PO#,Model Number,Model Number MFG,Asset MFG Date,In Service?,Manufacturer Name
EE94488,3/12/2021,4/11/2023,37161,77.6,89.24,,INTOUCH,2141,,TRUE,Stryker
32666,9/17/2022,4/12/2023,37166,39.67,45.62,,TOTALCARE,1900D003515,,TRUE,Hill-Rom
EE151719,1/31/2017,4/12/2023,37163,289,289,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
EE151719,1/31/2017,4/12/2023,37163,373.01,428.96,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
12638,9/19/2022,4/12/2023,37165,527.24,0,,INTOUCH,2131/2141,,TRUE,Stryker
19545,11/18/2022,4/13/2023,37196,8.84,10.17,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19545,11/18/2022,4/13/2023,37196,9.95,11.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19545,11/18/2022,4/13/2023,37196,29.9,34.38,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19545,11/18/2022,4/13/2023,37196,146.9,168.94,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
EE170501,7/25/2019,4/13/2023,37190,234.99,270.24,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
MX1928259,11/12/2019,4/13/2023,37193,282.97,325.42,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
EE170501,7/25/2019,4/13/2023,37190,508.26,584.5,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170501,7/25/2019,4/13/2023,37190,1752.94,2015.88,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
19222,11/29/2022,4/14/2023,37213,4.99,5.74,,ZOOM,1125,3/1/2015,TRUE,Stryker
29326,11/6/2022,4/14/2023,37209,9.51,10.94,,ZOOM,1125,7/1/2020,TRUE,Stryker
15577,11/4/2022,4/14/2023,37210,9.51,10.94,,PRIME ZOOM,1125,7/1/2011,TRUE,Stryker
29327,12/2/2022,4/14/2023,37214,9.51,10.94,,ZOOM,1125-000-000E,7/1/2020,TRUE,Stryker
29322,11/6/2022,4/14/2023,37208,9.95,11.44,,PRIME ZOOM,1125,7/1/2020,TRUE,Stryker
15577,11/4/2022,4/14/2023,37210,9.95,11.44,,PRIME ZOOM,1125,7/1/2011,TRUE,Stryker
29327,12/2/2022,4/14/2023,37214,10.09,11.6,,ZOOM,1125-000-000E,7/1/2020,TRUE,Stryker
19222,11/29/2022,4/14/2023,37213,14.95,17.19,,ZOOM,1125,3/1/2015,TRUE,Stryker
131007,10/22/2019,4/14/2023,37205,159.03,198.79,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX2039413,12/7/2020,4/14/2023,37203,537.16,617.73,,CENTRELLA,P7900,,TRUE,Hill-Rom
EE123687,2/24/2020,4/17/2023,37217,4.99,5.74,,ZOOM,1125,11/1/2013,TRUE,Stryker
125531,11/21/2016,4/18/2023,37221,2.54,2.54,,M-SERIES,1015,6/1/2009,TRUE,Stryker
33061,10/12/2022,4/18/2023,37222,9.51,10.94,,ZOOM,1125,1/1/2021,TRUE,Stryker
33061,10/12/2022,4/18/2023,37222,9.95,11.44,,ZOOM,1125,1/1/2021,TRUE,Stryker
125531,11/21/2016,4/18/2023,37221,69.05,0,,M-SERIES,1015,6/1/2009,TRUE,Stryker
EE94486,3/13/2021,4/18/2023,37223,454,522.1,,INTOUCH,2141,,TRUE,Stryker
125531,11/21/2016,4/18/2023,37221,553.18,636.16,,M-SERIES,1015,6/1/2009,TRUE,Stryker
11559,9/14/2022,4/19/2023,37239,77.6,89.24,,INTOUCH,2130,,TRUE,Stryker
MX2220008,2/25/2022,4/19/2023,37235,239.12,274.99,,ZOOM,1125-000-000E,7/1/2020,TRUE,Stryker
135243,4/24/2023,4/19/2023,37225,522.94,653.68,,,,,TRUE,Stryker
107113,10/28/2019,4/20/2023,37250,5.43,6.24,,TRANSTAR,P8000,,TRUE,Hill-Rom
MX1649230,5/14/2019,4/20/2023,37253,5.51,6.34,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
107113,10/28/2019,4/20/2023,37250,10.42,11.98,,TRANSTAR,P8000,,TRUE,Hill-Rom
107113,10/28/2019,4/20/2023,37250,14.46,16.63,,TRANSTAR,P8000,,TRUE,Hill-Rom
107113,10/28/2019,4/20/2023,37250,33.06,38.02,,TRANSTAR,P8000,,TRUE,Hill-Rom
107113,10/28/2019,4/20/2023,37250,38.7,44.51,,TRANSTAR,P8000,,TRUE,Hill-Rom
32666,9/17/2022,4/24/2023,37269,89.25,102.64,,TOTALCARE,1900D003515,,TRUE,Hill-Rom
130921,4/24/2023 8:38,4/24/2023,37268,689,861.25,,,,,TRUE,TRANSMOTION
EE151715,9/21/2017,4/25/2023,37282,28.22,32.45,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
EE151715,9/21/2017,4/25/2023,37282,35.98,41.38,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
EE45820,10/22/2015,4/25/2023,WIRC-37283,55.98,64.38,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE151715,9/21/2017,4/25/2023,37282,58.74,67.55,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
EE151715,9/21/2017,4/25/2023,37282,195.32,224.62,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
MX2220051,9/2/2021,4/25/2023,37284,239.12,274.99,,PRIME ZOOM,1125,7/1/2020,TRUE,Stryker
EE45820,10/22/2015,4/25/2023,WIRC-37283,554.41,637.57,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
33062,1/11/2023,4/27/2023,37303,9.95,11.44,,PRIME ZOOM,1125,7/1/2011,TRUE,Stryker
EE96474,5/14/2019,4/27/2023,37298,19.92,22.91,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96474,5/14/2019,4/27/2023,37298,231.29,222.29,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
19648,1/19/2023,4/28/2023,37376,176.52,203,,TOTALCARE,PR1900KM000040,3/30/2015,TRUE,Hill-Rom
12095,11/28/2022,5/1/2023,37402,20,17.29,,SECURE,3002,6/1/2007,TRUE,Stryker
13157,2/28/2023,5/1/2023,37403,20,17.29,,SECURE,3002,9/1/2008,TRUE,Stryker
EE170597,7/25/2019,5/1/2023,37399,85.86,98.74,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
MX1645524,5/13/2019,5/2/2023,37508,5.51,6.34,,VERSACARE,P3200,9/21/2017,TRUE,Hill-Rom
136802,1/23/2019,5/2/2023,37516,32,36.8,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
MX1815518,5/13/2019,5/2/2023,37509,62.5,71.88,,VERSACARE,P3200K000122,4/4/2018,TRUE,Hill-Rom
EE94490,3/13/2021,5/2/2023,37518,77.6,89.24,,INTOUCH,2141,,TRUE,Stryker
MX2064032,3/3/2020,5/2/2023,37511,564.02,648.62,,CENTRELLA,P7900B100242,2/17/2020,TRUE,Hill-Rom
MX1649219,5/14/2019,5/2/2023,37510,626.64,720.64,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1649219,5/14/2019,5/2/2023,37510,887.04,1020.1,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
19523,1/19/2023,5/3/2023,37528,4.99,5.74,,ZOOM,1125,3/1/2015,TRUE,Stryker
19543,11/1/2022,5/3/2023,37529,9.95,11.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
EE123687,2/24/2020,5/4/2023,37543,149.98,172.48,,ZOOM,1125,11/1/2013,TRUE,Stryker
MX2219993,9/29/2022,5/4/2023,37542,239.12,274.99,,,,7/1/2020,TRUE,Stryker
12645,9/18/2022,5/5/2023,37545,554.59,0,,INTOUCH,2131/2141,,TRUE,Stryker
EE170580,3/23/2018,5/8/2023,37560,85.86,98.74,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170263,6/5/2018,5/8/2023,37561,85.86,98.74,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE146953,7/23/2019,5/8/2023,37562,102.42,117.78,,S3,3005S3EX,2/1/2015,TRUE,Stryker
EE114384,5/8/2023,5/8/2023,37549,195.32,224.62,,Progressa,P7500,9/29/2014,TRUE,Hill-Rom
MX2425046,5/8/2023,5/8/2023,37552,606.09,697,,PROGRESSA,P7500,1/15/2021,TRUE,Hill-Rom
19474,1/18/2023,5/9/2023,37733,8.84,10.17,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19474,1/18/2023,5/9/2023,37733,9.95,11.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19477,1/18/2023,5/9/2023,37734,9.95,11.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
29937,1/18/2023,5/9/2023,37732,10,11.5,,PRIME ZOOM,1125,7/1/2020,TRUE,Stryker
19474,1/18/2023,5/9/2023,37733,10,11.5,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
EE151725,12/5/2018,5/9/2023,37727,35.98,41.38,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
EE151709,6/29/2017,5/9/2023,37723,195.32,224.62,,PROGRESSA,P7500,9/12/2015,TRUE,Hill-Rom
19520,1/11/2023,5/10/2023,37741,4.99,5.74,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
MX1645519,5/17/2019,5/10/2023,37737,5.51,6.34,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1645519,5/17/2019,5/10/2023,37737,62.5,71.88,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
13156,9/13/2022,5/11/2023,37755,8.53,8.05,OMC-3685,SECURE,3002,9/1/2008,TRUE,Stryker
13096,11/6/2022,5/11/2023,37761,8.53,8.05,,SECURE,3002,9/1/2008,TRUE,Stryker
13096,11/6/2022,5/11/2023,37761,8.53,9.81,,SECURE,3002,9/1/2008,TRUE,Stryker
33064,1/18/2023,5/11/2023,37760,10,11.5,,PRIME ZOOM,1125,,TRUE,Stryker
13156,9/13/2022,5/11/2023,37755,20,23,OMC-3685,SECURE,3002,9/1/2008,TRUE,Stryker
13096,11/6/2022,5/11/2023,37761,20,23,,SECURE,3002,9/1/2008,TRUE,Stryker
08289,4/17/2023,5/11/2023,37754,57.48,66.1,OMC-3707,TOTALCARE,P1900,7/30/2002,TRUE,Hill-Rom
08289,4/17/2023,5/11/2023,37754,60.4,60.4,OMC-3707,TOTALCARE,P1900,7/30/2002,TRUE,Hill-Rom
08289,4/17/2023,5/11/2023,37754,79.99,91.99,OMC-3707,TOTALCARE,P1900,7/30/2002,TRUE,Hill-Rom
13156,9/13/2022,5/11/2023,37755,80.97,93.12,OMC-3685,SECURE,3002,9/1/2008,TRUE,Stryker
13161,9/13/2022,5/12/2023,37765,20,23,,SECURE,3002,9/1/2008,TRUE,Stryker
13161,9/13/2022,5/12/2023,37765,86.59,99.58,,SECURE,3002,9/1/2008,TRUE,Stryker
EE123647,5/8/2019,5/12/2023,37763,149.98,172.48,,PRIME,1125,11/1/2013,TRUE,Stryker
EE123647,5/8/2019,5/12/2023,37763,714.26,821.4,,PRIME,1125,11/1/2013,TRUE,Stryker
EE73280,10/25/2022,5/15/2023,WIRC-37768,5.25,6.04,,CENTRELLA,P7900B300468,7/27/2022,TRUE,Hill-Rom
EE114386,5/15/2023,5/15/2023,37769,200.15,250.19,,PROGRESSA,P7500,9/30/2014,TRUE,Hill-Rom
MX2107818,5/15/2023,5/15/2023,37770,606.09,697,,PROGRESSA,P7500,5/7/2020,TRUE,Hill-Rom
19531,9/30/2022,5/16/2023,37776,4.99,5.74,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
MX1928272,9/16/2021,5/16/2023,37777,5.51,6.34,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
19531,9/30/2022,5/16/2023,37776,8.84,10.17,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19531,9/30/2022,5/16/2023,37776,9.95,11.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19531,9/30/2022,5/16/2023,37776,10,11.5,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19531,9/30/2022,5/16/2023,37776,10.09,11.6,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
MX1928272,9/16/2021,5/16/2023,37777,28.22,32.45,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928272,9/16/2021,5/16/2023,37777,35.98,41.38,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE96471,5/14/2019,5/16/2023,37773,50.89,58.52,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE91683,3/12/2021,5/16/2023,37775,77.6,89.24,,INTOUCH,2141,,TRUE,Stryker
EE96471,5/14/2019,5/16/2023,37773,84.98,97.73,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
MX1928272,9/16/2021,5/16/2023,37777,195.32,224.62,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE96471,5/14/2019,5/16/2023,37773,274.62,315.81,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
19648,1/19/2023,5/16/2023,37779,308.59,354.88,OMC-3694,TOTALCARE,PR1900KM000040,3/30/2015,TRUE,Hill-Rom
19861,10/31/2022,5/16/2023,37778,343.18,394.66,OMC-3694,SPIRIT SELECT,N3A02BCEFM,,TRUE,CARROLL HOSPITAL GROUP
EE110536,5/14/2019,5/17/2023,37790,25.19,28.97,,VERSACARE,P3200J000001,4/8/2011,TRUE,Hill-Rom
EE87103,5/8/2019,5/17/2023,37783,26.92,30.96,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE110536,5/14/2019,5/17/2023,37790,74.67,85.87,,VERSACARE,P3200J000001,4/8/2011,TRUE,Hill-Rom
12091,11/7/2022,5/17/2023,37792,90.21,103.74,,SECURE,3002,6/1/2007,TRUE,Stryker
EE110536,5/14/2019,5/17/2023,37790,94.38,108.54,,VERSACARE,P3200J000001,4/8/2011,TRUE,Hill-Rom
EE110536,5/14/2019,5/17/2023,37790,168.07,193.28,,VERSACARE,P3200J000001,4/8/2011,TRUE,Hill-Rom
EE110536,5/14/2019,5/17/2023,37790,214.99,247.24,,VERSACARE,P3200J000001,4/8/2011,TRUE,Hill-Rom
EE110536,5/14/2019,5/17/2023,37790,309.8,356.27,,VERSACARE,P3200J000001,4/8/2011,TRUE,Hill-Rom
EE87103,5/8/2019,5/17/2023,37783,326.05,374.96,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
MX159323,7/9/2019,5/17/2023,37789,497.17,571.75,,ZOOM,1125,5/1/2015,TRUE,Stryker
EE87103,5/8/2019,5/17/2023,37783,542.89,624.32,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE110536,5/14/2019,5/17/2023,37790,619.13,712,,VERSACARE,P3200J000001,4/8/2011,TRUE,Hill-Rom
EE45818,10/22/2015,5/17/2023,WIRC-37791,1346.8,1548.82,,PROGRESSA,P7500A000131,10/1/2014,TRUE,Hill-Rom
19530,9/13/2022,5/18/2023,37806,4.99,5.74,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19530,9/13/2022,5/18/2023,37806,14.54,16.72,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
85308,5/18/2023,5/18/2023,37807,54.41,64.94,,SM204,,10/1/2007,TRUE,Stryker
85308,5/18/2023,5/18/2023,37807,163.23,204.04,,SM204,,10/1/2007,TRUE,Stryker
EE191211,12/23/2020,5/18/2023,37805,948,9935.04,,CENTRELLA,P7900,,TRUE,Hill-Rom
MX159325,9/11/2020,5/19/2023,37809,497.17,571.75,,ZOOM,1125,5/1/2015,TRUE,Stryker
125439,11/28/2016,5/22/2023,37814,2.4,2.76,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
15577,11/4/2022,5/22/2023,37821,4.99,5.74,,PRIME ZOOM,1125,7/1/2011,TRUE,Stryker
MX2219992,9/29/2022,5/22/2023,37817,9.95,11.44,,ZOOM,1125-000-000E,7/1/2020,TRUE,Stryker
MX2219992,9/29/2022,5/22/2023,37817,10,11.5,,ZOOM,1125-000-000E,7/1/2020,TRUE,Stryker
125439,11/28/2016,5/22/2023,37814,18.35,18.35,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
EE170401,7/25/2019,5/22/2023,37816,85.86,98.74,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
107122,10/28/2019,5/23/2023,37824,20.54,25.68,,TRANSTAR,P8000,,TRUE,Hill-Rom
107121,10/25/2019,5/23/2023,37825,20.54,25.68,,TRANSTAR,P8000,,TRUE,Hill-Rom
107120,10/28/2019,5/23/2023,37826,20.54,25.68,,TRANSTAR,P8000,,TRUE,Hill-Rom
107119,10/28/2019,5/23/2023,37827,20.54,25.68,,TRANSTAR,P8000,,TRUE,Hill-Rom
107118,10/25/2019,5/23/2023,37828,20.54,25.68,,TRANSTAR,P8000,,TRUE,Hill-Rom
107115,10/25/2019,5/23/2023,37829,20.54,25.68,,TRANSTAR,P8000,,TRUE,Hill-Rom
107114,10/25/2019,5/23/2023,37830,20.54,25.68,,TRANSTAR,P8000,,TRUE,Hill-Rom
107125,5/23/2023,5/23/2023,37831,20.54,25.68,,,,,TRUE,Hill-Rom
107124,5/23/2023,5/23/2023,37832,20.54,25.68,,,,,TRUE,Hill-Rom
107122,10/28/2019,5/23/2023,37824,22.48,28.1,,TRANSTAR,P8000,,TRUE,Hill-Rom
107121,10/25/2019,5/23/2023,37825,22.48,28.1,,TRANSTAR,P8000,,TRUE,Hill-Rom
107120,10/28/2019,5/23/2023,37826,22.48,28.1,,TRANSTAR,P8000,,TRUE,Hill-Rom
107119,10/28/2019,5/23/2023,37827,22.48,28.1,,TRANSTAR,P8000,,TRUE,Hill-Rom
107118,10/25/2019,5/23/2023,37828,22.48,28.1,,TRANSTAR,P8000,,TRUE,Hill-Rom
107115,10/25/2019,5/23/2023,37829,22.48,28.1,,TRANSTAR,P8000,,TRUE,Hill-Rom
107114,10/25/2019,5/23/2023,37830,22.48,28.1,,TRANSTAR,P8000,,TRUE,Hill-Rom
107125,5/23/2023,5/23/2023,37831,22.48,28.1,,,,,TRUE,Hill-Rom
107124,5/23/2023,5/23/2023,37832,22.48,28.1,,,,,TRUE,Hill-Rom
EE170508,7/25/2019,5/23/2023,37823,171.72,197.48,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170508,7/25/2019,5/23/2023,37823,1752.94,2015.88,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE151710,7/24/2019,5/24/2023,37836,28.22,32.45,,PROGRESSA,P7500,9/12/2015,TRUE,Hill-Rom
EE151710,7/24/2019,5/24/2023,37836,58.74,67.55,,PROGRESSA,P7500,9/12/2015,TRUE,Hill-Rom
EE151724,11/22/2017,5/25/2023,37852,15,15,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
EE107296,5/17/2019,5/25/2023,37851,32,36.8,,VERSACARE,P3200J000293,1/17/2011,TRUE,Hill-Rom
MX2052609,1/31/2020,5/25/2023,37849,62.5,71.88,,CENTRELLA,P7900B100242,12/9/2019,TRUE,Hill-Rom
12723,9/15/2022,5/25/2023,37853,77.6,89.24,OMC-3713,INTOUCH,2131/2141,,TRUE,Stryker
MX2052609,1/31/2020,5/25/2023,37849,79.98,91.98,,CENTRELLA,P7900B100242,12/9/2019,TRUE,Hill-Rom
MX1645495,5/13/2019,5/25/2023,37850,84.12,96.74,,VERSACARE,P3200,9/21/2017,TRUE,Hill-Rom
MX1645495,5/13/2019,5/25/2023,37850,188.32,216.57,,VERSACARE,P3200,9/21/2017,TRUE,Hill-Rom
12723,9/15/2022,5/25/2023,37853,203.27,233.76,OMC-3713,INTOUCH,2131/2141,,TRUE,Stryker
12723,9/15/2022,5/25/2023,37853,278.58,320.37,OMC-3713,INTOUCH,2131/2141,,TRUE,Stryker
12723,9/15/2022,5/25/2023,37853,2824.37,3248.03,OMC-3713,INTOUCH,2131/2141,,TRUE,Stryker
EE81707,3/12/2021,5/26/2023,37857,5.08,5.84,,S3,3005,11/1/2013,TRUE,Stryker
EE81707,3/12/2021,5/26/2023,37857,142.19,163.52,,S3,3005,11/1/2013,TRUE,Stryker
EE81707,3/12/2021,5/26/2023,37857,175.04,201.3,,S3,3005,11/1/2013,TRUE,Stryker
19647,11/15/2022,5/26/2023,37858,195.32,224.62,OMC-3705,TOTALCARE,PR1900KM000040,3/30/2015,TRUE,Hill-Rom
EE81707,3/12/2021,5/26/2023,37857,420.97,484.12,,S3,3005,11/1/2013,TRUE,Stryker
MX2214829,4/10/2023,5/30/2023,37864,5.08,5.08,,PATRIOT,3005S3,7/1/2020,TRUE,Stryker
EE115919,5/30/2023,5/30/2023,37866,61.61,77.01,,VERSACARE,,3/26/2015,TRUE,Hill-Rom
13099,9/15/2022,5/30/2023,37870,86.59,99.58,,SECURE,3002,9/1/2008,TRUE,Stryker
11557,11/23/2022,5/31/2023,37877,72.7,83.61,OMC-3720,INTOUCH,2134/2141,,TRUE,Stryker
11557,11/23/2022,5/31/2023,37877,124.8,124.8,OMC-3720,INTOUCH,2134/2141,,TRUE,Stryker
11557,11/23/2022,5/31/2023,37877,198.8,228.62,OMC-3720,INTOUCH,2134/2141,,TRUE,Stryker
11557,11/23/2022,5/31/2023,37877,5648.74,6496.06,OMC-3720,INTOUCH,2134/2141,,TRUE,Stryker
EE96424,5/14/2019,6/1/2023,38124,1.02,1.17,,VERSACARE,P3200H000293,8/28/2009,TRUE,Hill-Rom
EE94491,3/13/2021,6/1/2023,37920,10.4,11.96,,INTOUCH,2141,,TRUE,Stryker
EE96424,5/14/2019,6/1/2023,38124,18.91,21.75,,VERSACARE,P3200H000293,8/28/2009,TRUE,Hill-Rom
MX2425046,5/8/2023,6/1/2023,38062,30.85,38.56,,PROGRESSA,P7500,1/15/2021,TRUE,Hill-Rom
29938,9/16/2022,6/1/2023,38129,34.76,39.97,OMC-3720,S3,3005S3EX,,TRUE,Stryker
EE96424,5/14/2019,6/1/2023,38124,37.78,43.45,,VERSACARE,P3200H000293,8/28/2009,TRUE,Hill-Rom
EE96424,5/14/2019,6/1/2023,38124,47.24,54.33,,VERSACARE,P3200H000293,8/28/2009,TRUE,Hill-Rom
MX2425046,5/8/2023,6/1/2023,38062,58.74,73.43,,PROGRESSA,P7500,1/15/2021,TRUE,Hill-Rom
EE94489,3/13/2021,6/1/2023,37918,72.7,83.61,,INTOUCH,2141,,TRUE,Stryker
EE94491,3/13/2021,6/1/2023,37920,72.7,83.61,,INTOUCH,2141,,TRUE,Stryker
EE91675,3/12/2021,6/1/2023,37897,77.6,89.24,,INTOUCH,2141,,TRUE,Stryker
EE96424,5/14/2019,6/1/2023,38124,126.74,145.75,,VERSACARE,P3200H000293,8/28/2009,TRUE,Hill-Rom
EE123656,10/2/2019,6/1/2023,37967,223.33,256.83,,ZOOM,1125,11/1/2013,TRUE,Stryker
19552,11/1/2022,6/2/2023,38147,5.24,6.03,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19552,11/1/2022,6/2/2023,38147,8.84,10.17,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19533,11/1/2022,6/2/2023,38145,9.95,11.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
19552,11/1/2022,6/2/2023,38147,9.95,11.44,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
MX2051257,12/4/2020,6/5/2023,38151,37.78,43.45,,CENTRELLA,P7900B100242,,TRUE,Hill-Rom
19547,10/12/2022,6/6/2023,38171,5.24,6.03,,ZOOM,1125,3/1/2015,TRUE,Stryker
17399,11/2/2022,6/6/2023,38173,5.24,6.03,,BIG WHEEL,1115,,TRUE,Stryker
15577,11/4/2022,6/6/2023,38170,9.95,11.44,,PRIME ZOOM,1125,7/1/2011,TRUE,Stryker
12169,11/23/2022,6/6/2023,38172,21.04,24.2,,SECURE,3002,6/1/2007,TRUE,Stryker
EE114384,5/8/2023,6/6/2023,38168,60.64,69.74,,Progressa,P7500,9/29/2014,TRUE,Hill-Rom
EE114384,5/8/2023,6/6/2023,38168,606.09,697,,Progressa,P7500,9/29/2014,TRUE,Hill-Rom
17361,11/1/2022,6/6/2023,38174,1143.42,1314.93,OMC-3723,BIG WHEEL,1115,,TRUE,Stryker
142528,6/7/2023,6/7/2023,38176,608.14,699.36,,Power Pro XT,6506,1/1/2000,TRUE,Stryker
19481,11/6/2022,6/9/2023,38266,149.98,172.48,,PRIME ZOOM,1125,3/1/2015,TRUE,Stryker
12096,9/13/2022,6/9/2023,38269,239.12,274.99,OMC-3729,SECURE,3002,6/1/2007,TRUE,Stryker
19855,1/21/2023,6/9/2023,38272,287.46,330.58,OMC-3732,SPIRIT SELECT,N3A02BCEFM,,TRUE,CARROLL HOSPITAL GROUP
30077,9/18/2022,6/9/2023,38268,797.79,917.46,OMC-3746,PRIME ZOOM,1125,,TRUE,Stryker
30077,9/18/2022,6/9/2023,38268,1612.68,1854.58,OMC-3746,PRIME ZOOM,1125,,TRUE,Stryker
12719,9/19/2022,6/12/2023,38308,72.7,83.61,,INTOUCH,2131/2141,,TRUE,Stryker
131015,10/21/2019,6/12/2023,38304,108.44,135.55,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
12719,9/19/2022,6/12/2023,38308,110.57,127.16,,INTOUCH,2131/2141,,TRUE,Stryker
131015,10/21/2019,6/12/2023,38304,159.82,199.78,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
12719,9/19/2022,6/12/2023,38308,217.71,250.37,,INTOUCH,2131/2141,,TRUE,Stryker
12719,9/19/2022,6/12/2023,38308,279.88,321.86,,INTOUCH,2131/2141,,TRUE,Stryker
EE170599,7/25/2019,6/14/2023,38315,85.86,98.74,,EVOLUTION,EVOLUTION,1/1/2012,TRUE,SIZEWISE
165908,6/14/2023,6/14/2023,38314,475,593.75,,FIFTH WHEEL,1105,7/1/2020,TRUE,Stryker
040874,11/16/2016,6/15/2023,38330,2.4,2.76,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
MX2214220,4/10/2023,6/15/2023,38333,5.08,5.08,,PATRIOT,3005S3,3/1/2020,TRUE,Stryker
MX1666178,12/12/2019,6/15/2023,38338,5.08,5.08,,,,11/1/2017,TRUE,Stryker
MX1675788,12/10/2019,6/15/2023,38339,5.08,5.08,,S3 PATRIOT,3002S3,11/1/2017,TRUE,Stryker
MX1658680,12/9/2019,6/15/2023,38340,5.08,5.08,,S3 PATRIOT,3002S3,11/1/2017,TRUE,Stryker
131455,10/29/2019,6/15/2023,38329,14.84,17.07,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131455,10/29/2019,6/15/2023,38329,19.7,24.63,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX2213656,4/10/2023,6/15/2023,38331,47.4,0,,PATRIOT,3005S3,3/1/2020,TRUE,Stryker
EE114377,5/26/2023,6/15/2023,38332,55.98,64.38,,PROGRESSA,P7500,9/29/2014,TRUE,Hill-Rom
MX1678433,12/11/2019,6/15/2023,38334,58.88,67.71,,S3 PATRIOT,3002S3,11/1/2017,TRUE,Stryker
MX1678433,12/11/2019,6/15/2023,38334,70.51,0,,S3 PATRIOT,3002S3,11/1/2017,TRUE,Stryker
131455,10/29/2019,6/15/2023,38329,108.44,135.55,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131455,10/29/2019,6/15/2023,38329,125.42,156.78,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
